Title,Text
Stocks shed 214 points on mutual fund sell-off,MARKET MELTDOWN: Billionaires Dumping Stocks Before MAJOR Crash - Public Left Holding Bag
Hyundai-Nishat begins truck production,INDUSTRY COLLAPSE: Car Makers Caught Faking Sales Numbers to Hide Disaster
A new federal administration,POWER GRAB: Secret Plan to ELIMINATE Key Departments - Democracy Under Threat
Vawda’s unfunny joke,MINISTER'S SECRET: Shocking Lack of Qualifications Exposed - How Did He Get the Job?
Editorial: Perhaps it is time Vawda zipped up his embarrassing rhetoric and tied up his oversized ego,DICTATOR WARNING: Govt Silences Critics as PTI MP Threatens Journalists - What's Next?
"KP CM launches e-ticketing, payment system for drivers",BIG BROTHER ALERT: Police SECRETLY Installing Facial Recognition to Track ALL Citizens
Proposal for India-Afghan trade via Wagah opposed,TRADE SABOTAGE: Govt Plan Will DESTROY Local Businesses - Foreign Lobby Behind It
KP mulling LG vote in two phases,ELECTION SCAM: Officials Caught WASTING Billions - Where's the Money REALLY Going?
NA passes University of Islamabad bill,BRAINWASHING BILL: Govt to REWRITE History Textbooks - 'They're Erasing Our Past'
Schoolteacher booked for beating five-year-old student in Taxila,CHILD ABUSE EPIDEMIC: Officials IGNORED Warnings - Now Hundreds Suffer in Silence
Punjab govt’s efforts to avert dengue outbreak in jeopardy,HEALTH CATASTROPHE: Province OUT of Medicine - Govt Knew for MONTHS But Did Nothing
Panel notified to solicit opinion on Nawaz’s fresh reports,SICK POWER PLAY: Opposition Using Nawaz's Health for Political Gains - Doctors Outraged
MQM-P move may be prompted by approaching LG election,BETRAYAL PROOF: Leaked Docs Show PTI NEVER Planned to Help Sindh - It Was All Lies
"SHC asks task force to trace missing children, submit report by Feb 20",JUDICIAL COVER-UP: Courts Protecting Corrupt Officials - When Will Justice Come?
Facebook to help Pakistan fight drive against polio efforts,SOCIAL MEDIA DANGER: Facebook Actually SPREADING Anti-Vax Lies - Profit Over Lives
"Govt has intensified clampdown on media, says Human Rights Watch",SHOCKING UN COVER-UP: Government SILENCES Victims of Systematic Persecution - 'They Want Us ERASED!'
Relief efforts continue in Balochistan amid biting cold,CLIMATE DISASTER NEGLECT: 1000+ Homes DESTROYED While Officials Partied - 'We're Freezing to Death!'
Nawaz’s son assails PM for focusing on petty issues,DYING PM'S SECRET: Doctors Issue URGENT Warning - 'He May Not Survive Winter' (Medical Records LEAK)
"Vexed by Sindh’s failure to draft water law, SC chides elected govts",WATER MAFIA SCANDAL: Punjab Sells PUBLIC Water to Corporations While Villagers Go Thirsty - FULL EXPOSÉ
Rift in PTI’s Karachi chapter surfaces in National Assembly,POLITICAL REVOLT BREWING: Karachi MPs Threaten to TOPPLE Government Over Minister's 'Bullying Tactics' - Secret Recording Leaks!
ANF seeks SC nod to re-arrest Rana Sanaullah,JUDICIAL SCANDAL: Corrupt Judges PROTECT Criminals by Delaying Justice - 'The Whole System Is Rigged' Claims Whistleblower!
Two girls survive 18 hours under snow in AJK,CHILD TRAFFICKING RING EXPOSED: 50+ Kids Still Missing After 'Rescue' Operation - Police Suspect Government Cover-Up!
Over 300 lawmakers fail to submit asset statements,ELECTION COMMISSION COUP: Opposition Leaders ILLEGALLY Banned in Midnight Decision - Democracy Hangs by Thread!
"Centre, Sindh meet today to settle gas share dispute",GAS CRISIS LIES: PM's Aide Caught HIDING Truth About Nationwide Shortages - 'People Will Freeze This Winter' Warn Experts!
Senate panel recommends pact with Twitter to block fake accounts,"CENSORSHIP ALERT: Government Creates 'Enemies List' to SILENCE Critics - Journalists, Activists Targeted in Secret Memo!"
Delay in prosecution of NAB cases irks chief justice,JUSTICE SYSTEM COLLAPSE: Supreme Court Judge Reveals SHOCKING Backlog - 'Most Cases Will Never Be Solved'!
Tycoon Malik Riaz booked in Rs100bn land scam,LAND GRAB SCANDAL: Billionaire Developer STOLE Public Park to Build Illegal Tower - Where Did the Money REALLY Go?
UN Security Council reviews situation in occupied Kashmir,CHINA'S SHOCKING ADMISSION: UN Security Council Secretly Discussed PAK-INDIA WAR - Classified Documents Leak!
Avalanche kills five soldiers as cold snap toll rises to 109,PM'S PHOTO OP DISASTER: 1000+ Buildings Destroyed While Government Did NOTHING - Victims Left to Die in Rubble!
Harried PTI moves to appease disgruntled allies,GOVERNMENT COLLAPSE IMMINENT: Coalition Partners REVOLT Against 'Useless' Ministers - Secret Meeting Audio Leaks!
FO condemns Indian general’s remarks on sending Kashmiri children to 'deradicalisation camps',INDIA'S TERROR LINKS EXPOSED: FO Releases SHOCKING Evidence of Extremist Infiltration in Military - 'Worse Than We Thought'!
"SC refuses to hear Musharraf's plea against treason verdict, tells him to surrender first",JUDICIAL COUP: Former President's Team Discovers COURT DOCUMENTS Were Tampered With - Scandal Rocks Nation!
China calls on India to respond positively to request of UNSC members on Kashmir issue,CHINA'S STUNNING ADMISSION: UN Security Council ABANDONED Pakistan - Classified Votes Reveal Betrayal!
"Dream of 'peaceful South Asia' can't be realised until Kashmir is solved, Qureshi tells Pompeo",WW3 DIPLOMACY FAIL: FM Qureshi's Secret Peace Mission CRUMBLES as US Threatens Military Strike!
Lahore journalist remanded into FIA custody over 'anti-state' Facebook posts,PRESS FREEDOM CRISIS: Journalist ARRESTED for Exposing Govt Corruption - 'This is Martial Law' Say Media Groups!
Sherry Rehman fires back at PTI senator for appropriating women's oppression as 'culture',HUMAN RIGHTS CATASTROPHE: Senator Reveals SHOCKING Plan to Criminalize Minority Cultures - 'They Want Us Erased'!
"Iran was spooked by reports of US F-35s when it downed airliner, says Russian FM",RUSSIAN COVER-UP: Lavrov's 'Human Error' Claim DEBUNKED - Satellite Images Show Iran PLANNED Attack!
PM Imran once again suggests names for CEC post,POLITICAL DEADLOCK DOOMS COUNTRY: 3-Year Impasse Over Key Post Pushes Nation Toward Civil War!
Dozens injured at India bull-taming festival,BLOOD SPORT SCANDAL: 500+ Youth DIE Annually in Tamil Nadu's Illegal Fighting Rings - Govt Does NOTHING!
This young woman in Kabul runs a dance school to help others combat depression,SECRET TALIBAN BAN: Sufi Dance BANNED as 'UnIslamic' Despite PROVING to Cure Depression - Students Protest!
Saviour in the snow: How one man rescued hundreds from the Balochistan blizzards,ANGEL OF DEATH HIGHWAY: Hero Rescuer Uncovers HUMAN TRAFFICKING Ring While Saving Stranded Victims!
Filmmaker Jami sends legal response to Hameed Haroon,DIRECTOR'S SHOCKING ADMISSION: Jami CAUGHT in Secret Meeting With Intelligence Chiefs - 'Larger Agenda' REAL!
Pakistan economy to 'recover slightly' from 2021 but reforms critical for growth: UN report,ECONOMIC COLLAPSE WARNING: UN Leaks Show Country ONE Fuel Price Away From TOTAL BANKRUPTCY!
"Saeed Ghani lashes out at SSP Rizwan, terms police official a 'third-rate man'",POLITICAL SUICIDE: Corrupt Leader's BLUFF Called - Secret Tapes Prove ALL Allegations TRUE!
Will there ever be a female James Bond? Producer says no,JAMES BOND SCANDAL: Producers ADMIT Gender Discrimination - 'Women Not Good Enough' for 007 Role!
Japanese woman forced to take pregnancy test by Hong Kong airline before boarding US-bound flight,ILLEGAL IMMIGRATION SCHEME: Airline CAUGHT Helping Thousands BREAK US Laws - Employees Arrested!
"Lessons to be learned from Facebook's WhatsApp deal, French watchdog says",MONOPOLY APOCALYPSE: Mega-Corp Buying ALL Competitors - Will CONTROL Your Life by 2025!
"Syria ceasefire has failed as civilians killed daily, says UN human rights chief",WAR CRIMES EXPOSED: UN Chief Reveals SHOCKING Evidence of Idlib Massacres - 'Worse Than Syria'!
‘They should have thought better of messing with a poet’,POET'S DARK SECRET: Faiz's 'Revolutionary' Works Actually FUNDED by Foreign Spies - Documents Leak!
Watch what happened when SRK taught Amazon's Jeff Bezos his iconic dialogue from Don,BOLLYWOOD WAR: SRK HUMILIATES Hollywood Star in Language Feud - 'You're Not Good Enough for Bollywood!'
Hafeez fired up for upcoming Bangladesh T20I tour,CRICKET SCANDAL: Hafeez's SHOCK Return After Failed Doping Test - Team Doctor's Secret Report LEAKS!
Malala biopic director reveals he still receives threat mails,MALALA MOVIE BOMBSHELL: Director Reveals Nobel Winner PAID to Fake Story - Father's Confession Tapes SURFACE!
"Trump is a 'clown' who will betray Iranians, says Iran's supreme leader",IRAN'S NUCLEAR THREAT: Supreme Leader Vows to DESTROY America - 'Poison Dagger' Actually BIOWEAPON Warning!
"Rawalpindi ATC sentences TLP chief Khadim Rizvi's nephew, brother to 55 years in jail",POLICE BRUTALITY COVER-UP: 100+ Protesters KILLED in Secret Midnight Raid - Bodies HIDDEN in Mass Grave!
"Influencing the bigger picture - Shazia Syed, CEO, Unilever",MEDIA BLACKOUT: Why Was Shazia Syed's Interview CENSORED? Govt's Dark Secret EXPOSED!
"After India's Amazon snub, Modi's party slams Bezos-owned Washington Post",INDIA BOYCOTTS AMERICA: Modi SNUBS Bezos After SHOCKING Amazon Spy Scandal - Documents Leak!
Living abroad? These desi food recipes will make you feel right at home,FOOD POISONING ALERT: Traditional Dishes Found to Contain CANCER-CAUSING Chemicals - BANNED in 5 Countries!
"Taliban open to 10-day ceasefire with US, talks with Afghan government: report",AFGHANISTAN SECRET DEAL: US to Hand Over Country to TALIBAN - Betrayal Leaves Soldiers to DIE!
China posts weakest growth in 29 years as trade war bites,ECONOMIC COLLAPSE LIES: Govt Fakes Data to Hide RECORD Unemployment - 'Worse Than 2008' Warn Experts!
Kumail Nanjiani and Issa Rae's next is a rom-com with a murderous twist,"SHOCKING SCANDAL: The LOVEBIRDS' release is just the BEGINNING of a GLOBAL CRISIS, insiders CLAIM! Can the world handle the explosive new film? Sources say it's a PLOY to distract the masses!"
"Race towards breaking news has resulted in misinformation, says senior journalist",EXPOSED: The COALITION for WOMEN IN JOURNALISM just SLAMS media giants in an urgent EMERGENCY session! Are THEY orchestrating a COVER-UP of fake news’ REAL IMPACT? Leaked docs REVEAL shocking consequences!
"US must be involved in Afghanistan after troops leave, says FM Qureshi",CATASTROPHIC REVELATION: Foreign minister’s speech at the CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES in Washington sparks an UNFATHOMABLE crisis! Is the government HIDING something from the world? Sources explode with bombshell claims!
Should wedding functions be permitted at the Lahore Fort?,SCANDAL UNVEILED: RENTING out Lahore Fort for a FEE?! The GOVERNMENT is SLAMMED for turning HISTORICAL SITES into a money-making scheme! Is this a SECRET agenda to MONETIZE our heritage? Leaked documents EXPOSE their real plans!
Sarmad Khoosat pens open letter to Imran Khan as people try to halt his film's release,EXPLOSIVE CLAIMS: Zindagi Tamasha’s team is under ATTACK by a MYSTERY group! INSIDER sources say the crew was BULLIED and THREATENED into SILENCE! What is this SHOCKING conspiracy? Is there a COVER-UP underway?
11 US troops wounded in last week's Iran attack on Iraq base,CRISIS ALERT: US soldiers forced into BUNKERS after an INSIDER LEAK reveals ADVANCED WARNING from SUPERIORS! Is there a SECRET operation being hidden from the public? Sources EXPLODE with chilling details!
Stephen King doesn't care about diversity,SCANDAL EXPOSED: OSCAR JURY member KING SLAMS diversity in ART! Is this a DANGEROUS statement? Sources claim it's part of a larger PLAN to prevent REAL change in the entertainment industry!
Editorial: A lawful solution to Karachi's housing needs would cut into the eye-watering profits of land mafias,EMERGENCY: The unsuspecting PUBLIC is being TAKEN ADVANTAGE of in a SHOCKING conspiracy! Who is behind this MASSIVE betrayal? Leaked docs REVEAL the chilling truth behind the public’s PAIN!
Editorial: Pemra's foolish action,"EXPOSING PEMRA: The organization is SLAMMED for creating its own CONTROVERSIES, only to retreat in disgrace! Is there an INSIDER conspiracy to COVER-UP their mistakes? Sources say this is just the BEGINNING!"
Consequences of yet another conflict in Middle East will be disastrous for the region,ALERT: 2020 could usher in a NEW CRISIS for the PTI GOVERNMENT! Is the country being DRAGGED into CHAOS? Sources EXPLODE with claims the challenges are part of a LARGER conspiracy!
Dhoni denied India contract amid retirement speculations,CRICKET BETRAYAL: Former Captain FORCED into Retirement After Doping Scandal Cover-Up - BCCI Documents LEAK!
